session_id,target
1,0.0003285635600368089
2,2.8529012294382578e-06
3,9.310280333867011e-07
4,6.40058933413815e-07
5,0.00019883035141935568
6,7.079095545431168e-05
7,0.0029400691096585713
8,0.001853832969824774
9,0.00013319664780949493
10,0.003156355550012288
11,0.00012457799221926122
12,1.6417135541788848e-05
13,7.943608090318472e-05
14,0.022292620313199944
15,0.0009111071668846931
16,0.0003704374713272715
17,0.020809150374081334
18,1.459247214531196e-05
19,0.0024771073872879006
20,2.0421906449566234e-06
21,0.0347832878727535
22,3.3614099990349395e-05
23,0.00026824396775122154
24,0.011891726643797328
25,0.07977011788204229
26,1.0322594855154242e-05
27,0.00014082563822278888
28,8.47101715380638e-07
29,0.020572840980450893
30,0.0015430870170842098
31,0.027850013371314302
32,0.01724163177579574
33,0.00012903431923069736
34,1.6620329454240232e-05
35,0.018902227069935326
36,0.0006331855367865306
37,8.276297495873683e-08
38,2.877282431979136e-06
39,0.0004198535200880339
40,1.124333190308206e-05
41,0.00176715692409562
42,0.0065456106706752665
43,0.00010011314132299601
44,0.00011332682073254271
45,0.13997754809390298
46,0.00023453656918321012
47,0.00035376817515728664
48,6.585546160123883e-05
49,0.0002543540164807144
50,8.12128200851938e-06
51,2.431111256223362e-07
52,0.00011236529179891703
53,0.022865000146204278
54,0.0007714946745028322
55,0.00040310044099221983
56,0.020049754842919987
57,1.6031113159903257e-06
58,1.8442899916973105e-05
59,2.125059444431952e-05
60,2.6501482961519413e-06
61,8.621085531168032e-06
62,0.0002435599647061817
63,1.4695725962870955e-05
64,0.0005917955359534108
65,1.1157911426470762e-05
66,6.077534157258833e-06
67,0.00016198654339797788
68,0.0016910334632081264
69,0.057012115362503356
70,4.797416913221137e-05
71,0.001633091192902891
72,0.0005378443566588767
73,0.1734431664206559
74,7.290477051002245e-05
75,0.0002174801085116881
76,0.002357541693255955
77,0.0018508884616578755
78,0.004882264720182512
79,0.00014352445145399183
80,8.879942572600763e-06
81,1.2738171428771966e-05
82,0.0015455554551742855
83,1.2466172790880867e-06
84,0.4800738172639004
85,0.00015475283746531958
86,6.1088210225881484e-06
87,0.0061161069590985806
88,0.0012625481648664589
89,0.0021430106877277848
90,0.052417866824883814
91,3.5349667395732215e-05
92,5.361325846661448e-06
93,0.04616856196533874
94,0.00017724238437044913
95,0.09253863000874675
96,3.1432164216489323e-06
97,0.0013478076168118632
98,2.4856579837663446e-05
99,1.9875537463546892e-05
100,0.00018937592838349436
101,5.5382098021284346e-05
102,0.1251152248562326
103,0.0002016198409966941
104,0.0002851191806942662
105,0.0001719191509134463
106,6.0233980409570196e-05
107,0.014624133239381098
108,0.000180150647135729
109,7.168933810610009e-06
110,1.9463203538861174e-05
111,0.0006260133434758427
112,5.398822830043025e-07
113,0.000599294636968779
114,2.7750937138325295e-06
115,3.940971848208937e-05
116,3.668563285410926e-05
117,0.00020706658945361455
118,0.0060832882098865405
119,0.0002761435040208267
120,0.0011396629805532521
121,1.9492382634844063e-05
122,3.1525160497697246e-05
123,5.7612075918423976e-05
124,0.0002699913802930793
125,0.002101150353334574
126,2.8786872254617526e-06
127,1.3535403867808718e-06
128,5.5189068924573923e-05
129,0.00463325445397703
130,0.005926098009479423
131,0.0002350103953660086
132,0.0034238582780184872
133,0.0027577321930918005
134,5.061044137979509e-05
135,2.9647783067906395e-06
136,0.0011345567370524558
137,6.883800479532328e-05
138,0.004939095000306128
139,7.589069560213343e-06
140,9.354756013406273e-05
141,5.104903843610086e-07
142,3.842200858605885e-05
143,0.00013321775460559365
144,0.0041801771501150855
145,2.213254991167929e-06
146,0.000699152477749032
147,7.283444829765625e-05
148,0.0038262435723594446
149,0.002824554495424265
150,0.0342713844240049
151,1.651675632254792e-06
152,0.02097386556091234
153,7.87761756348766e-05
154,0.0001216666856510525
155,0.00021273092624201633
156,2.708286791927119e-05
157,1.957081976045e-05
158,0.0017504591770157712
159,0.00011966906103503373
160,2.537249407508679e-05
161,0.0064055495419939575
162,7.62197435939351e-05
163,0.0004921506908539326
164,0.004963689446386677
165,9.638931676446812e-06
166,1.2823129349190575e-05
167,0.012332963785477238
168,0.002824554495424265
169,0.0021549955007593674
170,0.0005363496521275707
171,0.003090237018175347
172,0.0008246236557804242
173,0.00032383559252718
174,0.0009479354417246897
175,0.2048999379507513
176,0.004568817582964493
177,0.014083318621368898
178,1.0308414711527341e-05
179,0.0001565145095804382
180,0.0016191848963764716
181,4.173288440090847e-05
182,0.0014165054755699716
183,2.2312189440773567e-05
184,0.00013631582518244193
185,0.00012330760550786145
186,0.0007684046117153584
187,4.561394631656217e-06
188,3.694198009376709e-06
189,0.003833701750052385
190,0.0003261900898631595
191,8.573365817034971e-05
192,3.504530588507706e-05
193,0.006028665954083654
194,0.0008692885183650487
195,6.251935573563662e-05
196,2.3534691242017722e-05
197,0.0011354336405951949
198,0.0034382079753253626
199,0.013823834557333147
200,1.8063480576190435e-05
201,0.0001922699798890312
202,0.020699030131458344
203,3.5767698501837607e-06
204,0.0002506764710057693
205,0.005657780133794914
206,1.3072963056429673e-08
207,0.0008841948105973959
208,0.0011707680390682675
209,2.7693009414600933e-06
210,0.010126836173681746
211,0.0013094380354230308
